reviewed_component_id,compound_address_question_id,development_site_id,development_id,reviewed_component_rank,reviewed_component_street,reviewed_component_city,reviewed_component_state,reviewed_component_zip,parser_class,proposed_component_key,collision_with_another_proposal,collision_with_existing_site,existing_site_id,component_decision,component_reason,reviewed_on,submission_approval
CAQ_04811_REVIEWED_01,CAQ_04811,DEV_WAA20180032_SITE_0077,DEV_WAA20180032,1,3002 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3002 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04811_REVIEWED_02,CAQ_04811,DEV_WAA20180032_SITE_0077,DEV_WAA20180032,2,3004 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3004 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04811_REVIEWED_03,CAQ_04811,DEV_WAA20180032_SITE_0077,DEV_WAA20180032,3,3006 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3006 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04811_REVIEWED_04,CAQ_04811,DEV_WAA20180032_SITE_0077,DEV_WAA20180032,4,3008 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3008 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04812_REVIEWED_01,CAQ_04812,DEV_WAA20180032_SITE_0078,DEV_WAA20180032,1,3002 SOUTH HOLLY STREET BUILDING 4.26,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3002 SOUTH HOLLY STREET BUILDING 4.26|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04812_REVIEWED_02,CAQ_04812,DEV_WAA20180032_SITE_0078,DEV_WAA20180032,2,3004 SOUTH HOLLY STREET BUILDING 4.26,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3004 SOUTH HOLLY STREET BUILDING 4.26|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04812_REVIEWED_03,CAQ_04812,DEV_WAA20180032_SITE_0078,DEV_WAA20180032,3,3006 SOUTH HOLLY STREET BUILDING 4.26,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3006 SOUTH HOLLY STREET BUILDING 4.26|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04812_REVIEWED_04,CAQ_04812,DEV_WAA20180032_SITE_0078,DEV_WAA20180032,4,3008 SOUTH HOLLY STREET BUILDING 4.26,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3008 SOUTH HOLLY STREET BUILDING 4.26|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04813_REVIEWED_01,CAQ_04813,DEV_WAA20180032_SITE_0079,DEV_WAA20180032,1,3002 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3002 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04813_REVIEWED_02,CAQ_04813,DEV_WAA20180032_SITE_0079,DEV_WAA20180032,2,3004 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3004 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04813_REVIEWED_03,CAQ_04813,DEV_WAA20180032_SITE_0079,DEV_WAA20180032,3,3006 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3006 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04813_REVIEWED_04,CAQ_04813,DEV_WAA20180032_SITE_0079,DEV_WAA20180032,4,3008 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3008 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04814_REVIEWED_01,CAQ_04814,DEV_WAA20180032_SITE_0080,DEV_WAA20180032,1,3011 SOUTH HOLLY STREET BUILDING 9.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH HOLLY STREET BUILDING 9.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04814_REVIEWED_02,CAQ_04814,DEV_WAA20180032_SITE_0080,DEV_WAA20180032,2,3013 SOUTH HOLLY STREET BUILDING 9.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH HOLLY STREET BUILDING 9.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04814_REVIEWED_03,CAQ_04814,DEV_WAA20180032_SITE_0080,DEV_WAA20180032,3,3015 SOUTH HOLLY STREET BUILDING 9.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3015 SOUTH HOLLY STREET BUILDING 9.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04814_REVIEWED_04,CAQ_04814,DEV_WAA20180032_SITE_0080,DEV_WAA20180032,4,3017 SOUTH HOLLY STREET BUILDING 9.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH HOLLY STREET BUILDING 9.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04815_REVIEWED_01,CAQ_04815,DEV_WAA20180032_SITE_0081,DEV_WAA20180032,1,3011 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04815_REVIEWED_02,CAQ_04815,DEV_WAA20180032_SITE_0081,DEV_WAA20180032,2,3013 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04815_REVIEWED_03,CAQ_04815,DEV_WAA20180032_SITE_0081,DEV_WAA20180032,3,3015 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3015 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04815_REVIEWED_04,CAQ_04815,DEV_WAA20180032_SITE_0081,DEV_WAA20180032,4,3017 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04816_REVIEWED_01,CAQ_04816,DEV_WAA20180032_SITE_0082,DEV_WAA20180032,1,3011 SOUTH BRIGHTON STREET BUILDING 12.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH BRIGHTON STREET BUILDING 12.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04816_REVIEWED_02,CAQ_04816,DEV_WAA20180032_SITE_0082,DEV_WAA20180032,2,3013 SOUTH BRIGHTON STREET BUILDING 12.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH BRIGHTON STREET BUILDING 12.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04817_REVIEWED_01,CAQ_04817,DEV_WAA20180032_SITE_0083,DEV_WAA20180032,1,3011 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04817_REVIEWED_02,CAQ_04817,DEV_WAA20180032_SITE_0083,DEV_WAA20180032,2,3013 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04818_REVIEWED_01,CAQ_04818,DEV_WAA20180032_SITE_0084,DEV_WAA20180032,1,3011 SOUTH HOLLY PLACE BUILDING 10.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH HOLLY PLACE BUILDING 10.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04818_REVIEWED_02,CAQ_04818,DEV_WAA20180032_SITE_0084,DEV_WAA20180032,2,3013 SOUTH HOLLY PLACE BUILDING 10.02,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH HOLLY PLACE BUILDING 10.02|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04819_REVIEWED_01,CAQ_04819,DEV_WAA20180032_SITE_0085,DEV_WAA20180032,1,3011 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3011 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04819_REVIEWED_02,CAQ_04819,DEV_WAA20180032_SITE_0085,DEV_WAA20180032,2,3013 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3013 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04820_REVIEWED_01,CAQ_04820,DEV_WAA20180032_SITE_0088,DEV_WAA20180032,1,3012 SOUTH HOLLY STREET BUILDING 4.27,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH HOLLY STREET BUILDING 4.27|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04820_REVIEWED_02,CAQ_04820,DEV_WAA20180032_SITE_0088,DEV_WAA20180032,2,3014 SOUTH HOLLY STREET BUILDING 4.27,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH HOLLY STREET BUILDING 4.27|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04820_REVIEWED_03,CAQ_04820,DEV_WAA20180032_SITE_0088,DEV_WAA20180032,3,3016 SOUTH HOLLY STREET BUILDING 4.27,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3016 SOUTH HOLLY STREET BUILDING 4.27|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04820_REVIEWED_04,CAQ_04820,DEV_WAA20180032_SITE_0088,DEV_WAA20180032,4,3018 SOUTH HOLLY STREET BUILDING 4.27,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH HOLLY STREET BUILDING 4.27|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04821_REVIEWED_01,CAQ_04821,DEV_WAA20180032_SITE_0089,DEV_WAA20180032,1,3012 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04821_REVIEWED_02,CAQ_04821,DEV_WAA20180032_SITE_0089,DEV_WAA20180032,2,3014 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04821_REVIEWED_03,CAQ_04821,DEV_WAA20180032_SITE_0089,DEV_WAA20180032,3,3016 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3016 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04821_REVIEWED_04,CAQ_04821,DEV_WAA20180032_SITE_0089,DEV_WAA20180032,4,3018 SOUTH HOLLY STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH HOLLY STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04822_REVIEWED_01,CAQ_04822,DEV_WAA20180032_SITE_0090,DEV_WAA20180032,1,3012 SOUTH BRIGHTON STREET BUILDING 10.08,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH BRIGHTON STREET BUILDING 10.08|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04822_REVIEWED_02,CAQ_04822,DEV_WAA20180032_SITE_0090,DEV_WAA20180032,2,3014 SOUTH BRIGHTON STREET BUILDING 10.08,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH BRIGHTON STREET BUILDING 10.08|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04823_REVIEWED_01,CAQ_04823,DEV_WAA20180032_SITE_0091,DEV_WAA20180032,1,3012 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04823_REVIEWED_02,CAQ_04823,DEV_WAA20180032_SITE_0091,DEV_WAA20180032,2,3014 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04824_REVIEWED_01,CAQ_04824,DEV_WAA20180032_SITE_0092,DEV_WAA20180032,1,3012 SOUTH HOLLY PLACE BUILDING 9.07,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH HOLLY PLACE BUILDING 9.07|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04824_REVIEWED_02,CAQ_04824,DEV_WAA20180032_SITE_0092,DEV_WAA20180032,2,3014 SOUTH HOLLY PLACE BUILDING 9.07,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH HOLLY PLACE BUILDING 9.07|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04825_REVIEWED_01,CAQ_04825,DEV_WAA20180032_SITE_0093,DEV_WAA20180032,1,3012 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04825_REVIEWED_02,CAQ_04825,DEV_WAA20180032_SITE_0093,DEV_WAA20180032,2,3014 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04826_REVIEWED_01,CAQ_04826,DEV_WAA20180032_SITE_0094,DEV_WAA20180032,1,3012 SOUTH WILLOW STREET BUILDING 12.10,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH WILLOW STREET BUILDING 12.10|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04826_REVIEWED_02,CAQ_04826,DEV_WAA20180032_SITE_0094,DEV_WAA20180032,2,3014 SOUTH WILLOW STREET BUILDING 12.10,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH WILLOW STREET BUILDING 12.10|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04827_REVIEWED_01,CAQ_04827,DEV_WAA20180032_SITE_0095,DEV_WAA20180032,1,3012 SOUTH WILLOW STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3012 SOUTH WILLOW STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04827_REVIEWED_02,CAQ_04827,DEV_WAA20180032_SITE_0095,DEV_WAA20180032,2,3014 SOUTH WILLOW STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3014 SOUTH WILLOW STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04828_REVIEWED_01,CAQ_04828,DEV_WAA20180032_SITE_0096,DEV_WAA20180032,1,3015 SOUTH WILLOW STREET BUILDING 14.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3015 SOUTH WILLOW STREET BUILDING 14.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04828_REVIEWED_02,CAQ_04828,DEV_WAA20180032_SITE_0096,DEV_WAA20180032,2,3017 SOUTH WILLOW STREET BUILDING 14.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH WILLOW STREET BUILDING 14.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04829_REVIEWED_01,CAQ_04829,DEV_WAA20180032_SITE_0097,DEV_WAA20180032,1,3015 SOUTH WILLOW STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3015 SOUTH WILLOW STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04829_REVIEWED_02,CAQ_04829,DEV_WAA20180032_SITE_0097,DEV_WAA20180032,2,3017 SOUTH WILLOW STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH WILLOW STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04830_REVIEWED_01,CAQ_04830,DEV_WAA20180032_SITE_0098,DEV_WAA20180032,1,3017 SOUTH BRIGHTON STREET BUILDING 12.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH BRIGHTON STREET BUILDING 12.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04830_REVIEWED_02,CAQ_04830,DEV_WAA20180032_SITE_0098,DEV_WAA20180032,2,3019 SOUTH BRIGHTON STREET BUILDING 12.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3019 SOUTH BRIGHTON STREET BUILDING 12.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04831_REVIEWED_01,CAQ_04831,DEV_WAA20180032_SITE_0099,DEV_WAA20180032,1,3017 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04831_REVIEWED_02,CAQ_04831,DEV_WAA20180032_SITE_0099,DEV_WAA20180032,2,3019 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3019 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04832_REVIEWED_01,CAQ_04832,DEV_WAA20180032_SITE_0100,DEV_WAA20180032,1,3017 SOUTH HOLLY PLACE BUILDING 10.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH HOLLY PLACE BUILDING 10.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04832_REVIEWED_02,CAQ_04832,DEV_WAA20180032_SITE_0100,DEV_WAA20180032,2,3019 SOUTH HOLLY PLACE BUILDING 10.03,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3019 SOUTH HOLLY PLACE BUILDING 10.03|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04833_REVIEWED_01,CAQ_04833,DEV_WAA20180032_SITE_0101,DEV_WAA20180032,1,3017 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3017 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04833_REVIEWED_02,CAQ_04833,DEV_WAA20180032_SITE_0101,DEV_WAA20180032,2,3019 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3019 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04834_REVIEWED_01,CAQ_04834,DEV_WAA20180032_SITE_0102,DEV_WAA20180032,1,3018 SOUTH BRIGHTON STREET BUILDING 10.09,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH BRIGHTON STREET BUILDING 10.09|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04834_REVIEWED_02,CAQ_04834,DEV_WAA20180032_SITE_0102,DEV_WAA20180032,2,3020 SOUTH BRIGHTON STREET BUILDING 10.09,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3020 SOUTH BRIGHTON STREET BUILDING 10.09|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04835_REVIEWED_01,CAQ_04835,DEV_WAA20180032_SITE_0103,DEV_WAA20180032,1,3018 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04835_REVIEWED_02,CAQ_04835,DEV_WAA20180032_SITE_0103,DEV_WAA20180032,2,3020 SOUTH BRIGHTON STREET,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3020 SOUTH BRIGHTON STREET|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04836_REVIEWED_01,CAQ_04836,DEV_WAA20180032_SITE_0104,DEV_WAA20180032,1,3018 SOUTH HOLLY PLACE BUILDING 9.08,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH HOLLY PLACE BUILDING 9.08|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04836_REVIEWED_02,CAQ_04836,DEV_WAA20180032_SITE_0104,DEV_WAA20180032,2,3020 SOUTH HOLLY PLACE BUILDING 9.08,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3020 SOUTH HOLLY PLACE BUILDING 9.08|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04837_REVIEWED_01,CAQ_04837,DEV_WAA20180032_SITE_0105,DEV_WAA20180032,1,3018 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04837_REVIEWED_02,CAQ_04837,DEV_WAA20180032_SITE_0105,DEV_WAA20180032,2,3020 SOUTH HOLLY PLACE,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3020 SOUTH HOLLY PLACE|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04838_REVIEWED_01,CAQ_04838,DEV_WAA20180032_SITE_0106,DEV_WAA20180032,1,3018 SOUTH WILLOW STREET BUILDING 12.11,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3018 SOUTH WILLOW STREET BUILDING 12.11|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
CAQ_04838_REVIEWED_02,CAQ_04838,DEV_WAA20180032_SITE_0106,DEV_WAA20180032,2,3020 SOUTH WILLOW STREET BUILDING 12.11,SEATTLE,WA,98118,complete_number_list_shared_street_tail,3020 SOUTH WILLOW STREET BUILDING 12.11|SEATTLE|WA|98118,FALSE,FALSE,,retain_reviewed_address_component,two_independent_reads_confirm_exact_parser_component,2026-08-12,not_approved
